id,fuel,comm,shop,food,cafe
1152,1,0,1,0,0
1153,0,1,0,0,0
1154,0,1,1,1,0
1155,0,0,0,0,1
1156,0,0,1,0,0
1157,1,1,0,0,1
1158,0,1,0,0,1
1159,1,0,0,0,0
1160,1,1,1,0,0
1161,1,0,0,0,1
1162,1,0,1,0,1
1163,1,1,0,1,0
1164,1,1,0,0,1
1165,0,1,1,0,0
1166,1,1,1,1,1
1167,0,0,1,0,0
1168,0,0,0,1,1
1169,1,1,0,0,1
1170,0,0,0,0,1
1171,0,0,1,0,1
1172,1,1,0,1,0
1173,0,1,0,1,0
1174,1,0,0,0,0
1175,1,1,1,0,1
1176,0,1,0,0,1
1177,0,0,1,0,1
1178,0,0,0,1,0
1179,1,1,1,0,0
1180,1,1,1,0,1
1181,1,0,1,0,1
1182,0,1,1,1,1
1183,0,0,1,1,1
1184,1,1,0,0,0
1185,0,1,0,0,0
1186,1,1,1,0,1
1187,1,0,1,0,1
1188,1,0,0,0,0
1189,0,1,1,0,1
1190,1,1,0,0,0
1191,1,0,1,1,1
1192,1,0,0,0,1
1193,0,1,0,1,0
1194,1,0,1,1,1
1195,0,1,0,0,0
1196,0,0,1,1,1
1197,0,1,0,0,1
1198,1,0,1,0,1
1199,0,0,0,0,0
1200,0,1,0,0,1
1201,0,1,1,0,1
1202,1,1,0,0,0
1203,0,0,1,1,0
1204,1,0,1,1,0
1205,0,0,1,1,1
1206,0,0,1,0,1
1207,1,0,1,0,1
1208,0,0,0,0,0
1209,0,0,0,1,0
1210,1,1,1,1,0
1211,1,0,0,1,0
1212,0,0,0,1,0
1213,1,1,0,1,1
1214,1,0,0,1,1
1215,1,0,1,0,1
1216,0,0,0,1,0
1217,0,0,0,1,1
1218,0,0,1,1,1
1219,1,0,0,0,1
1220,0,1,0,1,1
1221,0,0,1,0,1
1222,0,0,0,1,1
1223,1,0,1,1,0
1224,0,1,0,0,1
1225,0,0,0,0,0
1226,1,1,1,0,1
1227,1,0,1,1,1
1228,1,0,0,0,1
1229,1,1,1,1,1
1230,1,0,1,0,1
1231,1,1,1,1,1
1232,0,1,0,0,0
1233,0,1,0,1,0
1234,1,1,1,0,0
1235,1,1,1,0,1
1236,0,0,1,0,1
1237,0,1,0,0,0
1238,0,0,1,0,1
1239,1,0,0,0,1
1240,0,0,0,1,1
1241,0,0,0,1,1
1242,0,0,1,0,0
1243,0,1,0,1,0
1244,1,0,1,0,1
1245,1,1,0,0,0
1246,1,1,1,1,0
1247,1,0,1,0,0
1248,1,0,1,1,1
1249,1,1,0,0,1
1250,1,1,0,0,0
1251,1,0,1,1,0
1252,0,1,1,1,0
1253,0,0,1,1,0
1254,1,0,1,1,0
1255,0,0,0,1,1
1256,1,0,0,0,1
1257,1,1,1,1,0
1258,1,0,1,1,0
1259,1,0,0,1,0
1260,0,0,0,1,0
1261,1,0,1,1,1
1262,1,1,0,1,1
1263,1,0,0,1,1
1264,1,1,1,1,0
1265,1,0,0,1,0
1266,0,1,1,1,1
1267,0,1,0,1,0
1268,1,1,0,0,0
1269,1,0,0,0,1
1270,1,1,1,0,1
1271,0,1,0,0,0
1272,1,0,1,1,0
1273,0,1,0,0,1
1274,1,1,1,1,0
1275,0,1,0,1,1
1276,0,1,0,0,0
1277,0,0,0,1,0
1278,1,1,0,0,1
1279,1,1,1,0,0
1280,1,1,0,0,0
1281,1,0,1,0,1
1282,0,1,1,0,0
1283,0,0,1,0,0
1284,1,1,0,0,1
1285,0,0,0,1,1
1286,1,0,1,1,1
1287,1,1,0,1,0
1288,1,1,0,1,0
1289,0,0,1,1,1
1290,0,0,1,1,0
1291,1,1,0,0,0
1292,1,0,1,1,0
1293,1,0,1,1,0
1294,1,1,0,0,1
1295,1,1,1,0,0
1296,0,0,1,0,1
1297,1,0,0,1,1
1298,0,1,1,0,0
1299,0,0,0,0,0
1300,1,0,1,1,0
1301,1,0,0,0,0
1302,1,0,0,0,0
1303,1,0,1,0,1
1304,0,0,1,1,1
1305,1,1,1,1,1
1306,0,1,0,1,1
1307,1,0,0,0,0
1308,0,0,0,1,1
1309,1,0,1,0,0
1310,1,0,0,0,0
1311,0,1,0,0,0
1312,0,0,0,1,1
1313,1,0,0,0,1
1314,1,0,0,1,0
1315,0,0,1,1,1
1316,0,1,1,0,1
1317,1,0,1,1,0
1318,0,0,1,0,1
1319,1,0,0,0,1
1320,1,1,0,1,1
1321,1,1,0,0,0
1322,1,1,0,1,0
1323,1,1,1,0,1
1324,1,1,1,0,1
1325,1,1,1,1,1
1326,1,1,1,1,1
1327,1,0,1,0,0
1328,0,0,0,1,0
1329,0,1,0,1,1
1330,1,0,1,1,1
1331,1,0,0,0,0
1332,0,1,1,0,1
1333,0,0,0,0,1
1334,0,0,1,0,1
1335,1,0,1,0,1
1336,1,0,1,1,0
1337,0,0,1,1,0
1338,0,0,0,0,1
1339,1,0,1,0,0
1340,0,1,0,1,1
1341,0,1,0,0,0
1342,1,1,1,1,0
1343,0,0,1,0,1
1344,1,1,1,0,0
1345,0,0,0,1,1
1346,0,1,0,0,0
1347,1,0,0,0,0
1348,0,0,0,1,0
1349,1,1,0,1,0
1350,0,0,1,1,1
1351,0,0,1,0,0
1352,0,1,1,1,1
1353,0,0,1,1,1
1354,0,1,1,0,1
1355,0,0,0,1,0
1356,0,0,1,0,1
1357,1,0,1,1,0
1358,1,1,0,0,1
1359,1,0,0,1,1
1360,0,0,0,0,1
1361,1,1,1,1,1
1362,0,1,1,1,0
1363,0,1,1,1,0
1364,1,0,0,0,1
1365,0,1,1,1,0
1366,0,1,1,0,1
1367,1,0,0,1,1
1368,1,0,1,0,1
1369,1,0,1,0,0
1370,0,1,1,0,0
1371,0,0,1,0,1
1372,1,0,1,1,1
1373,1,1,0,0,1
1374,1,0,0,1,0
1375,1,0,0,0,0
1376,0,1,0,0,0
1377,0,1,1,0,1
1378,0,1,1,0,1
1379,1,1,0,1,1
1380,1,1,0,0,1
1381,0,1,0,0,1
1382,1,0,0,0,0
1383,1,0,1,0,1
1384,0,1,1,1,0
1385,0,0,0,0,1
1386,0,0,0,0,1
1387,0,0,1,1,1
1388,1,1,1,0,1
1389,1,0,1,1,0
1390,1,1,1,1,1
1391,0,1,1,0,1
1392,0,1,0,1,1
1393,0,0,1,1,1
1394,0,0,1,1,0
1395,1,0,1,0,0
1396,0,0,0,1,1
1397,1,1,0,0,0
1398,1,0,0,0,0
1399,1,1,1,0,0
1400,0,1,1,1,0
1401,0,1,1,1,1
1402,1,0,1,0,0
1403,1,0,1,1,1
1404,1,1,0,1,1
1405,1,0,0,1,1
1406,1,1,0,1,0
1407,1,1,1,1,1
1408,0,1,0,1,1
1409,0,0,1,1,0
1410,1,1,1,0,1
1411,1,1,1,0,1
1412,1,1,1,0,1
1413,1,0,1,1,1
1414,0,0,1,0,0
1415,1,0,0,0,1
1416,0,0,1,1,1
1417,1,0,1,0,1
1418,1,1,1,0,1
1419,0,0,0,1,1
1420,0,0,1,1,0
1421,1,0,1,1,0
1422,1,0,0,1,1
1423,0,1,0,1,0
1424,0,0,0,0,0
1425,1,0,1,1,1
1426,0,1,1,1,0
1427,0,1,0,0,0
1428,0,0,0,0,1
1429,0,1,1,0,1
1430,0,0,0,0,1
1431,1,0,0,1,1
1432,0,1,0,0,0
1433,1,0,1,0,1
1434,0,1,0,0,1
1435,0,1,0,0,1
1436,1,0,1,1,0
1437,0,1,1,1,1
1438,0,1,1,1,0
1439,1,1,0,1,0
1440,1,1,0,0,0
1441,1,1,0,1,1
1442,1,1,1,1,1
1443,1,0,1,1,1
1444,1,1,0,0,1
1445,0,1,0,1,0
1446,0,1,1,0,0
1447,0,1,1,1,0
1448,1,0,1,0,0
1449,1,1,0,1,0
1450,1,1,0,1,1
1451,0,0,1,0,1
1452,1,1,0,0,0
1453,0,1,0,1,1
1454,0,1,0,0,0
1455,1,0,0,1,1
1456,0,0,1,1,0
1457,1,0,1,0,1
1458,0,1,1,0,1
1459,0,1,1,1,0
1460,0,1,0,1,1
1461,1,0,1,0,1
1462,1,1,0,0,1
1463,0,1,0,1,1
1464,0,1,1,0,0
1465,1,1,1,0,1
1466,1,1,1,0,1
1467,1,0,1,0,0
1468,0,1,1,0,1
1469,1,1,0,0,1
1470,1,1,1,1,1
1471,0,1,1,1,1
1472,0,1,1,1,0
1473,1,0,0,0,0
1474,1,0,0,1,1
1475,0,0,0,1,1
1476,0,1,0,1,1
1477,0,0,0,0,1
1478,1,0,1,1,1
1479,1,1,0,1,0
1480,1,0,0,0,0
1481,0,0,0,1,1
1482,0,1,0,0,1
1483,1,1,0,0,0
1484,0,1,1,0,1
1485,0,0,0,0,0
1486,1,0,0,1,0
1487,0,0,1,1,0
1488,1,0,0,1,1
1489,1,1,1,1,0
1490,0,0,0,1,0
1491,0,1,1,1,1
1492,0,1,1,0,1
1493,0,1,0,0,0
1494,0,1,0,0,1
1495,0,1,1,1,1
1496,1,0,1,1,0
1497,0,1,0,0,0
1498,0,0,0,1,0
1499,1,1,0,1,0
1500,0,0,0,1,0
1501,1,0,1,1,0
1502,0,0,1,0,0
1503,0,1,1,1,0
1504,1,0,0,1,0
1505,1,0,1,0,0
1506,1,0,1,0,1
1507,1,0,1,0,0
1508,0,0,1,1,0
1509,1,0,0,1,1
1510,1,0,1,1,0
1511,0,0,0,1,1
1512,0,0,1,0,1
1513,0,0,0,0,1
1514,1,0,0,1,1
1515,0,1,1,0,0
1516,1,0,0,0,0
1517,0,1,0,0,0
1518,0,1,1,1,0
1519,1,0,0,1,0
1520,0,1,0,0,0
1521,1,1,0,0,0
1522,1,0,1,0,0
1523,0,1,0,1,1
1524,0,0,1,0,0
1525,1,0,1,0,0
1526,1,1,0,0,1
1527,0,1,0,1,0
1528,0,0,1,0,0
1529,1,0,1,0,1
1530,1,1,1,1,1
1531,0,0,1,1,1
1532,0,1,0,1,1
1533,0,1,0,1,0
1534,0,1,0,0,1
1535,0,1,0,0,0
1536,1,0,0,1,0
1537,0,1,0,1,0
1538,0,0,1,0,0
1539,0,1,0,0,1
1540,1,0,0,1,0
1541,0,1,0,0,0
1542,1,0,0,1,1
1543,1,1,1,1,0
1544,0,1,0,1,1
1545,1,1,1,1,1
1546,1,1,1,1,0
1547,1,0,0,0,0
1548,1,0,0,0,1
1549,1,0,0,1,1
1550,0,0,0,0,1
1551,1,1,0,1,0
1552,1,1,0,1,0
1553,1,0,1,0,1
1554,1,0,1,0,0
1555,0,1,1,0,1
1556,0,1,0,1,0
1557,1,1,0,0,1
1558,1,1,0,0,0
1559,1,1,1,1,1
1560,0,0,1,1,0
1561,1,0,0,1,0
1562,0,1,1,0,0
1563,1,1,1,1,0
1564,1,0,0,1,1
1565,0,0,1,0,0
1566,1,0,0,0,0
1567,0,1,0,1,1
1568,0,0,1,0,1
1569,1,0,0,1,1
1570,0,1,0,1,1
1571,0,0,1,1,0
1572,1,0,0,0,0
1573,1,0,0,1,0
1574,1,1,1,0,1
1575,0,0,0,1,0
1576,0,0,0,0,0
1577,0,0,0,1,0
1578,1,0,1,0,0
1579,0,1,1,1,1
1580,1,1,0,1,0
1581,1,0,1,0,1
1582,1,1,1,0,1
1583,0,0,0,0,0
1584,0,1,0,0,1
1585,0,0,0,1,0
1586,0,1,0,1,1
1587,0,1,0,0,1
1588,1,0,0,1,0
1589,1,1,0,0,0
1590,0,0,0,1,1
1591,1,0,0,1,0
1592,0,1,0,1,1
1593,0,0,0,0,1
1594,0,1,0,1,0
1595,0,0,1,0,0
1596,1,0,1,0,1
1597,1,0,0,1,0
1598,1,1,0,0,0
1599,0,0,1,0,0
1600,0,1,0,0,0
1601,0,1,0,1,1
1602,1,0,1,1,0
1603,0,1,0,0,0
1604,1,0,1,0,0
1605,1,1,0,0,0
1606,1,1,1,0,0
1607,0,1,1,0,0
1608,0,1,1,0,0
1609,0,0,0,1,0
1610,1,1,0,1,1
1611,0,1,1,1,1
1612,1,1,1,0,1
1613,1,1,1,0,0
1614,1,0,0,1,1
1615,0,1,1,1,1
1616,0,1,1,0,1
1617,1,0,1,0,1
1618,1,0,0,0,1
1619,1,1,1,0,1
1620,0,0,1,0,0
1621,0,0,1,0,1
1622,1,0,1,0,1
1623,0,1,0,0,1
1624,1,0,1,0,0
1625,0,1,1,1,1
1626,0,1,1,0,1
1627,0,0,1,1,1
1628,1,1,1,1,0
1629,0,0,0,1,0
1630,0,1,0,1,0
1631,0,1,1,0,1
1632,0,1,1,0,1
1633,0,1,0,1,1
1634,1,0,0,1,1
1635,1,1,0,0,1
1636,0,0,0,1,1
1637,1,0,1,1,1
1638,0,1,1,1,0
1639,0,1,0,1,0
1640,0,1,1,0,0
1641,1,1,0,1,0
1642,0,0,0,0,1
1643,0,0,1,1,0
1644,1,0,1,0,0
1645,1,1,0,0,1
1646,0,1,1,0,0
1647,1,1,0,0,0
1648,0,1,0,1,1
1649,0,0,0,1,0
1650,1,0,1,1,1
1651,1,0,0,1,1
1652,0,0,0,1,1
1653,0,1,0,0,1
1654,1,1,1,1,0
1655,1,0,1,1,0
1656,1,1,0,1,0
1657,0,1,1,1,1
1658,0,1,1,1,1
1659,0,0,0,0,1
1660,0,0,1,1,0
1661,0,0,0,1,0
1662,1,1,0,0,0
1663,1,0,0,1,1
1664,1,1,0,0,0
1665,0,0,0,0,0
1666,0,1,1,1,0
1667,1,1,1,1,1
1668,1,0,0,0,1
1669,1,1,0,1,0
1670,0,1,0,0,1
1671,0,1,0,0,1
1672,1,0,0,0,1
1673,1,1,0,0,0
1674,1,0,1,1,0
1675,0,0,1,1,1
1676,1,1,0,1,0
1677,0,0,0,0,0
1678,0,1,0,1,1
1679,1,0,1,0,0
1680,1,0,1,0,1
1681,1,1,1,1,0
1682,0,0,1,1,0
1683,1,1,1,1,0
1684,0,0,1,0,1
1685,0,0,1,0,0
1686,1,0,1,1,1
1687,1,0,1,0,0
1688,1,0,0,0,0
1689,0,1,0,0,0
1690,0,1,1,1,1
1691,0,1,1,0,0
1692,1,0,1,0,1
1693,0,1,1,0,0
1694,0,0,1,0,1
1695,1,1,1,0,1
1696,1,0,0,1,0
1697,1,1,1,0,1
1698,0,1,1,0,0
1699,1,0,0,0,1
1700,0,1,0,1,0
1701,0,0,0,0,0
1702,0,0,1,0,0
1703,1,1,0,0,1
1704,0,0,0,0,0
1705,0,1,1,0,1
1706,0,1,1,1,0
1707,0,0,1,0,0
1708,1,0,1,1,1
1709,1,1,0,1,0
1710,1,0,1,1,1
1711,0,0,0,0,0
1712,0,1,0,0,1
1713,0,1,1,0,1
1714,1,0,1,1,0
1715,1,1,0,0,1
1716,0,0,0,0,0
1717,1,1,0,1,1
1718,1,1,0,1,1
1719,0,0,0,0,0
1720,0,1,1,0,0
1721,1,0,1,0,1
1722,1,1,0,0,0
1723,0,0,0,1,1
1724,1,0,0,1,1
1725,0,1,0,0,1
1726,1,1,1,1,1
1727,1,0,0,1,1
1728,1,0,1,0,0
1729,0,0,0,0,1
1730,0,1,0,0,1
1731,1,0,0,0,1
1732,1,0,1,0,0
1733,1,1,0,1,1
1734,0,0,0,0,0
1735,0,0,1,1,0
1736,1,1,0,0,0
1737,0,0,0,0,0
1738,1,0,0,1,0
1739,0,0,1,1,1
1740,1,1,1,1,0
1741,0,1,0,1,1
1742,1,0,0,0,0
1743,1,1,0,0,0
1744,0,0,1,1,1
1745,1,1,0,1,1
1746,1,0,1,0,1
1747,0,0,0,1,0
1748,0,0,1,1,0
1749,0,1,1,0,1
1750,1,0,0,0,0
1751,0,1,1,1,1
1752,1,0,0,1,0
1753,0,1,0,0,0
1754,1,0,1,0,1
1755,1,0,0,1,1
1756,1,1,1,0,1
1757,1,1,1,0,0
1758,0,0,0,0,0
1759,1,1,0,0,1
1760,1,1,0,1,1
1761,1,0,1,1,1
1762,1,0,1,0,1
1763,1,1,0,1,0
1764,0,0,0,1,1
1765,1,1,1,1,1
1766,0,0,1,1,1
1767,0,0,0,1,1
1768,0,0,1,1,0
1769,0,1,1,0,0
1770,0,1,1,1,1
1771,0,0,1,1,1
1772,1,1,0,1,1
1773,1,1,1,0,0
1774,0,1,1,0,0
1775,1,0,1,0,1
1776,0,0,0,1,1
1777,1,0,1,1,1
1778,0,0,0,1,0
1779,1,1,0,1,0
1780,0,0,1,0,0
1781,1,0,1,1,0
1782,0,0,0,1,1
1783,0,0,1,1,1
1784,0,1,1,1,0
1785,0,0,0,1,1
1786,0,1,1,1,1
1787,0,1,1,1,0
1788,0,1,0,0,0
1789,0,0,0,1,0
1790,0,1,1,1,1
1791,0,1,0,1,0
1792,1,1,1,1,1
1793,1,1,1,0,0
1794,0,0,0,0,0
1795,0,1,0,1,1
1796,0,0,1,0,1
1797,0,1,0,1,0
1798,1,0,1,0,1
1799,0,0,0,1,0
1800,0,0,1,1,1
1801,0,1,0,0,1
1802,1,0,1,1,0
1803,1,1,1,1,0
1804,0,0,1,1,0
1805,1,0,1,1,0
1806,1,1,0,1,1
1807,1,1,1,0,0
1808,0,1,1,0,1
1809,1,0,1,1,1
1810,1,0,0,0,1
1811,0,0,0,1,0
1812,1,1,1,0,0
1813,0,1,1,0,0
1814,0,0,1,0,1
1815,0,0,1,0,0
1816,1,0,0,1,0
1817,0,1,0,0,0
1818,1,1,1,1,0
1819,1,1,1,0,1
1820,0,1,0,0,1
1821,1,0,0,1,1
1822,0,1,1,0,0
1823,0,0,1,0,0
1824,0,0,0,0,0
1825,0,0,1,0,1
1826,0,1,1,1,1
1827,0,1,0,1,1
1828,1,1,0,1,1
1829,1,0,1,0,0
1830,0,0,1,1,1
1831,1,0,0,0,1
1832,1,0,1,1,1
1833,1,1,0,0,0
1834,0,0,0,0,1
1835,0,0,1,1,1
1836,1,0,0,1,0
1837,1,1,0,1,0
1838,0,0,1,1,0
1839,1,1,1,1,0
1840,1,0,0,1,1
1841,1,0,1,0,1
1842,0,0,1,0,1
1843,0,1,0,0,1
1844,1,1,1,1,0
1845,0,1,1,1,0
1846,1,1,1,0,1
1847,0,1,1,1,1
1848,1,1,1,1,0
1849,0,1,0,0,0
1850,0,1,1,1,0
1851,1,1,0,0,1
1852,0,1,0,1,0
1853,1,0,0,1,1
1854,1,0,1,0,0
1855,1,0,1,1,0
1856,1,1,0,1,1
1857,1,0,0,1,1
1858,1,1,1,1,0
1859,1,1,1,0,1
1860,1,1,1,0,1
1861,0,0,0,0,0
1862,1,1,1,0,1
1863,0,0,1,1,1
1864,1,1,1,1,1
1865,1,0,0,1,0
1866,1,0,1,1,0
1867,1,1,1,1,1
1868,0,0,1,0,0
1869,0,0,0,1,1
1870,0,1,1,1,0
1871,1,1,1,1,1
1872,0,0,1,1,0
1873,0,1,1,1,0
1874,1,1,0,1,0
1875,0,0,0,1,1
1876,1,0,1,0,0
1877,0,1,1,0,1
1878,0,0,1,1,0
1879,0,0,1,1,1
1880,0,0,0,0,0
1881,1,1,1,0,1
1882,0,1,1,0,1
1883,1,0,1,0,1
1884,0,1,0,1,1
1885,0,0,1,1,0
1886,1,1,1,0,0
1887,1,1,1,1,0
1888,0,1,0,0,1
1889,1,0,0,1,1
1890,1,0,0,1,1
1891,1,1,0,1,0
1892,1,0,1,1,1
1893,1,1,0,0,0
1894,0,1,1,0,0
1895,1,0,0,1,0
1896,1,0,0,1,1
1897,1,1,1,1,1
1898,0,1,0,0,1
1899,0,1,0,0,0
1900,1,1,0,1,1
1901,0,1,1,0,1
1902,0,1,1,0,0
1903,0,0,0,0,1
1904,1,1,0,1,1
1905,1,0,1,1,1
1906,0,1,1,0,1
1907,1,0,1,0,0
1908,0,1,1,0,1
1909,1,1,1,0,0
1910,1,0,1,1,0
1911,0,1,1,0,0
1912,0,0,1,1,1
1913,0,1,0,0,0
1914,0,0,0,0,1
1915,0,1,1,0,1
1916,0,1,0,1,0
1917,0,0,1,1,1
1918,0,0,0,0,1
1919,1,0,0,0,1
1920,0,1,1,1,0
1921,0,0,0,1,0
1922,1,0,1,1,0
1923,0,0,1,0,1
1924,1,0,0,1,1
1925,1,0,0,1,1
1926,0,1,1,0,0
1927,1,1,1,0,1
1928,0,1,1,0,0
1929,1,1,1,0,1
1930,1,1,1,1,0
1931,0,1,0,1,1
1932,0,1,1,0,1
1933,1,1,0,0,0
1934,0,1,1,0,0
1935,1,0,0,0,1
1936,1,0,1,1,0
1937,1,0,1,1,1
1938,0,1,1,0,1
1939,1,1,0,0,1
1940,1,0,0,1,0
1941,0,1,1,1,1
1942,0,0,0,1,0
1943,1,0,1,1,0
1944,0,0,0,0,0
1945,1,0,1,1,0
1946,0,1,0,0,0
1947,0,0,1,1,1
1948,0,0,0,0,1
1949,0,0,0,1,1
1950,1,1,0,1,0
1951,1,1,1,1,0
1952,1,0,0,0,1
1953,0,1,0,0,0
1954,1,1,1,0,1
1955,0,1,0,0,0
1956,1,1,1,0,1
1957,1,1,0,1,1
1958,0,1,1,1,1
1959,0,0,1,1,0
1960,0,0,1,0,0
1961,1,1,0,1,1
1962,0,1,1,0,1
1963,0,0,1,1,1
1964,1,1,1,1,0
1965,0,1,1,1,0
1966,0,0,0,0,0
1967,0,0,0,1,0
1968,0,0,0,1,1
1969,0,1,1,1,0
1970,0,1,1,1,0
1971,0,1,0,1,1
1972,1,0,1,0,0
1973,0,0,0,1,0
1974,1,0,0,1,1
1975,1,0,1,0,1
1976,1,1,0,1,1
1977,0,1,1,1,1
1978,0,1,1,1,1
1979,0,0,0,0,1
1980,1,0,0,1,0
1981,1,0,0,0,0
1982,1,1,1,0,0
1983,1,1,1,0,0
1984,1,0,1,0,1
1985,1,0,0,1,0
1986,1,0,1,0,0
1987,1,1,0,0,0
1988,0,1,0,1,0
1989,1,1,0,1,0
1990,0,0,1,0,1
1991,0,0,1,1,0
1992,0,0,1,0,0
1993,0,0,0,0,1
1994,1,0,1,0,0
1995,1,1,0,1,1
1996,1,0,1,0,1
1997,0,1,0,1,0
1998,0,0,0,1,1
1999,0,1,1,1,0
2000,1,0,1,1,0
2001,0,0,0,1,1
2002,0,0,0,0,0
2003,1,0,0,1,0
2004,0,1,0,0,1
2005,1,0,1,1,1
2006,1,0,0,1,1
2007,0,1,0,1,1
2008,1,0,0,0,1
2009,1,1,0,0,0
2010,1,0,1,0,1
2011,0,0,0,1,1
2012,0,0,0,1,0
2013,1,1,0,0,1
2014,0,1,1,1,0
2015,1,0,0,0,1
2016,0,0,1,0,1
2017,0,1,1,0,1
2018,0,0,0,0,0
2019,1,0,1,0,1
2020,0,0,1,1,0
2021,0,1,0,1,1
2022,1,1,1,0,1
2023,1,0,1,1,1
2024,1,1,1,0,1
2025,1,1,1,0,0
2026,0,1,1,1,1
2027,1,0,0,1,0
2028,1,0,1,1,0
2029,1,1,0,1,0
2030,1,1,0,1,1
2031,1,0,0,1,1
2032,0,1,1,0,1
2033,0,1,0,0,0
2034,0,1,0,0,1
2035,1,0,0,1,0
2036,0,1,1,1,0
2037,1,1,1,1,0
2038,0,1,1,0,0
2039,0,1,1,0,0
2040,1,1,1,0,1
2041,1,1,1,1,0
2042,0,0,0,0,1
2043,0,0,0,0,1
2044,0,0,0,1,1
2045,0,1,0,1,0
2046,1,0,1,1,1
2047,0,1,0,1,1
2048,1,0,1,1,0
2049,0,1,1,0,1
2050,0,1,1,0,1
2051,1,1,1,1,0
2052,0,0,1,0,1
2053,1,1,0,0,1
2054,0,1,0,1,1
2055,0,1,0,1,0
2056,0,0,1,0,1
2057,1,0,1,0,1
2058,1,0,0,1,1
2059,0,0,1,0,1
2060,1,0,0,0,0
2061,0,1,1,0,1
2062,0,1,1,0,1
2063,1,0,0,0,1
2064,0,1,0,1,1
2065,0,0,0,1,0
2066,1,1,0,0,1
2067,0,1,1,1,1
2068,1,1,1,0,1
2069,1,0,0,0,1
2070,0,1,1,1,1
2071,0,1,1,0,1
2072,0,0,1,0,0
2073,1,0,1,1,0
2074,1,0,1,1,0
2075,0,0,0,1,1
2076,1,0,0,0,0
2077,0,1,0,1,0
2078,1,1,1,1,0
2079,1,0,1,1,1
2080,1,0,1,0,1
2081,1,0,1,0,0
2082,1,0,1,1,0
2083,0,0,1,1,0
2084,0,0,1,0,1
2085,0,1,1,1,1
2086,0,0,1,1,1
2087,0,0,0,0,1
2088,1,0,1,0,0
2089,1,0,1,0,1
2090,1,0,0,0,1
2091,0,0,0,0,0
2092,0,0,0,0,1
2093,0,0,0,1,0
2094,0,0,0,1,1
2095,1,0,1,1,1
2096,0,0,1,0,1
2097,0,0,0,1,1
2098,1,1,1,1,1
2099,1,1,0,1,1
2100,1,0,0,1,1
2101,1,0,1,1,0
2102,0,1,1,0,1
2103,0,0,1,1,1
2104,1,1,0,0,1
2105,0,0,1,0,0
2106,0,1,0,1,1
2107,0,0,1,0,0
2108,1,1,0,0,0
2109,0,0,1,1,1
2110,1,1,1,0,0
2111,0,0,0,0,0
2112,1,0,0,1,1
2113,0,1,0,0,1
2114,0,0,0,1,1
2115,0,0,0,0,1
2116,0,0,1,0,1
2117,0,1,1,1,1
2118,0,1,0,0,1
2119,0,1,0,1,0
2120,0,0,0,0,0
2121,0,0,1,0,0
2122,1,1,1,0,1
2123,0,0,0,1,0
2124,1,1,0,0,1
2125,1,1,1,1,0
2126,1,1,0,1,1
2127,1,0,1,1,1
2128,0,1,0,0,1
2129,0,1,1,1,0
2130,1,0,1,1,1
2131,0,1,1,0,0
2132,0,0,1,0,1
2133,1,0,0,1,0
2134,1,0,1,1,1
2135,1,0,0,0,0
2136,0,0,0,0,0
2137,0,1,0,1,0
2138,1,0,1,1,1
2139,0,0,1,0,1
2140,1,0,0,0,0
2141,0,0,1,1,0
2142,1,0,1,1,1
2143,0,1,1,0,0
2144,1,0,0,1,0
2145,0,1,0,0,1
2146,0,0,0,0,0
2147,0,0,0,1,0
2148,1,1,0,1,1
2149,1,1,1,0,1
2150,0,1,0,1,0
2151,1,1,1,1,1
2152,1,1,1,1,1
2153,0,0,1,1,1
2154,1,0,1,0,1
2155,0,0,1,0,0
2156,1,0,1,0,0
2157,0,1,0,0,0
2158,0,1,1,0,0
2159,1,1,0,0,0
2160,0,0,0,1,0
2161,0,1,0,0,1
2162,0,0,1,0,0
2163,1,1,0,1,0
2164,1,0,1,0,0
2165,0,0,0,1,0
2166,1,0,1,0,1
2167,0,1,1,0,1
2168,0,1,1,0,1
2169,1,0,0,1,1
2170,1,1,0,0,1
2171,1,1,0,1,0
2172,1,1,0,0,0
2173,0,0,0,1,0
2174,1,0,0,0,0
2175,0,0,0,1,0
2176,1,0,1,0,1
2177,1,0,1,1,0
2178,0,0,1,0,0
2179,1,1,1,0,0
2180,1,0,1,1,1
2181,0,1,0,1,0
2182,1,1,0,0,1
2183,0,0,1,1,0
2184,1,1,0,0,1
2185,1,0,1,1,1
2186,0,0,0,1,1
2187,1,1,0,1,0
2188,0,0,1,0,0
2189,0,1,0,1,1
2190,0,0,0,0,1
2191,0,1,1,1,0
2192,1,1,1,0,1
2193,1,1,0,1,1
2194,1,1,0,0,0
2195,0,1,1,1,0
2196,0,1,0,1,1
2197,1,0,1,1,0
2198,1,0,1,0,1
2199,0,0,1,0,0
2200,1,0,0,1,0
2201,0,1,1,1,0
2202,0,1,1,1,0
2203,0,0,0,0,0
2204,0,1,0,1,1
2205,0,0,0,0,0
2206,0,1,0,1,1
2207,0,1,1,1,1
2208,1,1,1,1,1
2209,0,1,1,1,1
2210,1,0,1,0,1
2211,0,0,1,0,1
2212,1,1,1,1,0
2213,0,0,1,0,0
2214,1,0,0,0,0
2215,1,1,0,0,1
2216,0,0,1,0,0
2217,1,0,1,0,0
2218,1,1,0,0,1
2219,1,1,0,1,1
2220,1,0,1,1,1
2221,0,1,1,0,0
2222,1,1,0,1,0
2223,0,1,0,0,1
2224,0,0,1,0,0
2225,1,1,0,1,1
2226,0,0,1,0,0
