id,name,cate,corp,renamecardimage,cardimage,pre,discontinue,sharestate,annual
550,금융포인트리카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/578/card_img/21317/578card.png,https://api.card-gorilla.com:8080/storage/card/578/card_img/21317/578card.png,39,0,1,1
551,I’m YOLO 플래티넘,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/579/card_img/21320/579card.png,https://api.card-gorilla.com:8080/storage/card/579/card_img/21320/579card.png,11,0,1,3
552,Easy pick 티타늄 카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/580/card_img/21321/580card.png,https://api.card-gorilla.com:8080/storage/card/580/card_img/21321/580card.png,2,0,1,5
553,I’m Powerful,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/581/card_img/21322/581card.png,https://api.card-gorilla.com:8080/storage/card/581/card_img/21322/581card.png,17,0,1,4
554,I’m WONDERFUL platinum,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/582/card_img/21323/582card.png,https://api.card-gorilla.com:8080/storage/card/582/card_img/21323/582card.png,3,0,1,0
555,알뜰교통카드,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/583/card_img/21326/583card.png,https://api.card-gorilla.com:8080/storage/card/583/card_img/21326/583card.png,8,0,1,6
556,알뜰교통카드 COOKIE CHECK,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/584/card_img/21328/584card.png,https://api.card-gorilla.com:8080/storage/card/584/card_img/21328/584card.png,5,0,1,5
557,행복한 체크카드,CRD,우체국,https://api.card-gorilla.com:8080/storage/card/585/card_img/21340/585card.png,https://api.card-gorilla.com:8080/storage/card/585/card_img/21340/585card.png,31,0,1,10
558,어피치 스윗 체크카드,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/586/card_img/21342/586card.png,https://api.card-gorilla.com:8080/storage/card/586/card_img/21342/586card.png,33,0,1,5
559,모두의 쇼핑,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/587/card_img/21344/587card.png,https://api.card-gorilla.com:8080/storage/card/587/card_img/21344/587card.png,49,0,1,10
560,네이버페이 우리카드 체크,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/588/card_img/21345/588card.png,https://api.card-gorilla.com:8080/storage/card/588/card_img/21345/588card.png,8,0,1,0
561,토스 신용카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/589/card_img/21346/589card.png,https://api.card-gorilla.com:8080/storage/card/589/card_img/21346/589card.png,21,0,1,3
562,카카오뱅크 신한카드,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/590/card_img/21347/590card.png,https://api.card-gorilla.com:8080/storage/card/590/card_img/21347/590card.png,8,0,1,7
563,카카오뱅크 KB국민카드,CRD,국민카드,https://api.card-gorilla.com:8080/storage/card/591/card_img/21348/591card.png,https://api.card-gorilla.com:8080/storage/card/591/card_img/21348/591card.png,46,0,1,8
564,카카오뱅크 삼성카드,CRD,삼성카드,https://api.card-gorilla.com:8080/storage/card/592/card_img/26010/592card.png,https://api.card-gorilla.com:8080/storage/card/592/card_img/26010/592card.png,37,0,1,7
565,카카오뱅크 씨티카드,CHK,씨티카드,https://api.card-gorilla.com:8080/storage/card/593/card_img/21360/593card.png,https://api.card-gorilla.com:8080/storage/card/593/card_img/21360/593card.png,14,0,1,1
566,카드의정석 삼성디지털프라자,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/594/card_img/21361/594card.png,https://api.card-gorilla.com:8080/storage/card/594/card_img/21361/594card.png,36,0,1,2
567,아이파킹 크레딧 카,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/595/card_img/21362/595card.png,https://api.card-gorilla.com:8080/storage/card/595/card_img/21362/595card.png,40,0,1,3
568,셀리턴 우리카드,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/596/card_img/21363/596card.png,https://api.card-gorilla.com:8080/storage/card/596/card_img/21363/596card.png,40,0,1,7
569,AK우리카드,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/597/card_img/21364/597card.png,https://api.card-gorilla.com:8080/storage/card/597/card_img/21364/597card.png,49,0,1,8
570,AK우리카드 VIP,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/598/card_img/21365/598card.png,https://api.card-gorilla.com:8080/storage/card/598/card_img/21365/598card.png,5,0,1,2
571,AK우리카드 체크,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/599/card_img/21366/599card.png,https://api.card-gorilla.com:8080/storage/card/599/card_img/21366/599card.png,49,0,1,0
572,대한항공카드 030,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/600/card_img/21367/600card.png,https://api.card-gorilla.com:8080/storage/card/600/card_img/21367/600card.png,42,0,1,7
573,대한항공카드 070,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/601/card_img/21368/601card.png,https://api.card-gorilla.com:8080/storage/card/601/card_img/21368/601card.png,43,0,1,8
574,대한항공카드 150,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/602/card_img/21369/602card.png,https://api.card-gorilla.com:8080/storage/card/602/card_img/21369/602card.png,22,0,1,9
575,대한항공카드 the First,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/603/card_img/21370/603card.png,https://api.card-gorilla.com:8080/storage/card/603/card_img/21370/603card.png,23,0,1,8
576,씨티 프리미어마일 대한항공,CHK,씨티카드,https://api.card-gorilla.com:8080/storage/card/604/card_img/21371/604card.png,https://api.card-gorilla.com:8080/storage/card/604/card_img/21371/604card.png,25,0,1,7
577,씨티 프리미어마일 아시아나,CHK,씨티카드,https://api.card-gorilla.com:8080/storage/card/605/card_img/21372/605card.png,https://api.card-gorilla.com:8080/storage/card/605/card_img/21372/605card.png,31,0,1,6
578,카드의정석 UNTACT,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/606/card_img/21373/606card.png,https://api.card-gorilla.com:8080/storage/card/606/card_img/21373/606card.png,33,0,1,2
579,카드의정석 UNTACT PLATINUM,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/607/card_img/21374/607card.png,https://api.card-gorilla.com:8080/storage/card/607/card_img/21374/607card.png,49,0,1,2
580,현대카드ZERO Edition2(할인형),CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/608/card_img/27229/608card.png,https://api.card-gorilla.com:8080/storage/card/608/card_img/27229/608card.png,41,0,1,7
581,현대카드ZERO MOBILE Edition2(할인형),CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/609/card_img/27230/608card.png,https://api.card-gorilla.com:8080/storage/card/609/card_img/27230/608card.png,38,0,1,6
582,현대카드ZERO Edition2(포인트형),CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/610/card_img/27232/608card.png,https://api.card-gorilla.com:8080/storage/card/610/card_img/27232/608card.png,41,0,1,10
583,현대카드ZERO MOBILE Edition2(포인트형),CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/611/card_img/27231/608card.png,https://api.card-gorilla.com:8080/storage/card/611/card_img/27231/608card.png,4,0,1,6
584,펫블리(PETvely) 카드,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/612/card_img/21379/612card.png,https://api.card-gorilla.com:8080/storage/card/612/card_img/21379/612card.png,48,0,1,8
585,신한카드 YaY,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/613/card_img/21380/613card.gif,https://api.card-gorilla.com:8080/storage/card/613/card_img/21380/613card.gif,7,0,1,0
586,위글위글 첵첵 체크카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/614/card_img/21381/614card.png,https://api.card-gorilla.com:8080/storage/card/614/card_img/21381/614card.png,41,0,1,2
587,Easy ring 티타늄카드,CRD,국민카드,https://api.card-gorilla.com:8080/storage/card/615/card_img/21382/615card.png,https://api.card-gorilla.com:8080/storage/card/615/card_img/21382/615card.png,24,0,1,5
588,다이소 삼성카드,CHK,삼성카드,https://api.card-gorilla.com:8080/storage/card/616/card_img/21383/616card.png,https://api.card-gorilla.com:8080/storage/card/616/card_img/21383/616card.png,33,0,1,0
589,카드의정석 UniMile in JEJU,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/617/card_img/21384/617card.png,https://api.card-gorilla.com:8080/storage/card/617/card_img/21384/617card.png,33,0,1,5
590,신한카드 Hey Young 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/618/card_img/21385/618card.png,https://api.card-gorilla.com:8080/storage/card/618/card_img/21385/618card.png,39,0,1,10
591,LOCA CLASSIC,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/620/card_img/21386/620card.png,https://api.card-gorilla.com:8080/storage/card/620/card_img/21386/620card.png,27,0,1,10
592,LOCA for Auto,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/621/card_img/21387/621card.png,https://api.card-gorilla.com:8080/storage/card/621/card_img/21387/621card.png,18,0,1,0
593,LOCA for Coffee,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/622/card_img/21388/622card.png,https://api.card-gorilla.com:8080/storage/card/622/card_img/21388/622card.png,37,0,1,0
594,LOCA for Edu,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/623/card_img/21389/623card.png,https://api.card-gorilla.com:8080/storage/card/623/card_img/21389/623card.png,20,0,1,7
595,LOCA for Health,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/624/card_img/21390/624card.png,https://api.card-gorilla.com:8080/storage/card/624/card_img/21390/624card.png,30,0,1,4
596,LOCA for Shopping,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/625/card_img/21391/625card.png,https://api.card-gorilla.com:8080/storage/card/625/card_img/21391/625card.png,32,0,1,6
597,LOCA PLATINUM 할인형,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/626/card_img/21392/626card.png,https://api.card-gorilla.com:8080/storage/card/626/card_img/21392/626card.png,0,0,1,10
598,LOCA PLATINUM 마일리지형,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/627/card_img/21393/627card.png,https://api.card-gorilla.com:8080/storage/card/627/card_img/21393/627card.png,20,0,1,0
599,카드의정석 POINT CHECK x 아기상어,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/628/card_img/21394/628card.png,https://api.card-gorilla.com:8080/storage/card/628/card_img/21394/628card.png,41,0,1,7
600,[IBK] 그린카드v2,CHK,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/629/card_img/21395/629card.png,https://api.card-gorilla.com:8080/storage/card/629/card_img/21395/629card.png,1,0,1,9
601,Easy all 카드,CRD,국민카드,https://api.card-gorilla.com:8080/storage/card/630/card_img/21396/630card.png,https://api.card-gorilla.com:8080/storage/card/630/card_img/21396/630card.png,31,0,1,5
602,[NH농협] 그린카드v2,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/631/card_img/21397/631card6.png,https://api.card-gorilla.com:8080/storage/card/631/card_img/21397/631card6.png,43,0,1,9
603,[DGB대구] 그린카드v2,CRD,DGB대구은행,https://api.card-gorilla.com:8080/storage/card/632/card_img/21398/632card.png,https://api.card-gorilla.com:8080/storage/card/632/card_img/21398/632card.png,41,0,1,10
604,[BNK부산] 그린카드v2,CHK,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/633/card_img/21399/633card.png,https://api.card-gorilla.com:8080/storage/card/633/card_img/21399/633card.png,21,0,1,7
605,Easy all 티타늄카드,CRD,국민카드,https://api.card-gorilla.com:8080/storage/card/634/card_img/21400/634card.png,https://api.card-gorilla.com:8080/storage/card/634/card_img/21400/634card.png,43,0,1,2
606,올바른 NEW HAVE카드,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/635/card_img/21401/635card.png,https://api.card-gorilla.com:8080/storage/card/635/card_img/21401/635card.png,30,0,1,9
607,올바른 NEW HAVE+카드,CRD,NH농협카드,https://api.card-gorilla.com:8080/storage/card/636/card_img/21402/636card.png,https://api.card-gorilla.com:8080/storage/card/636/card_img/21402/636card.png,19,0,1,0
608,신한플러스 멤버십 체크,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/638/card_img/21403/638card.png,https://api.card-gorilla.com:8080/storage/card/638/card_img/21403/638card.png,42,0,1,8
609,Deep On 체크,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/639/card_img/21404/639card.png,https://api.card-gorilla.com:8080/storage/card/639/card_img/21404/639card.png,10,0,1,8
610,Global+ 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/641/card_img/21405/641card.png,https://api.card-gorilla.com:8080/storage/card/641/card_img/21405/641card.png,1,0,1,10
611,Global Air 스카이패스 체크,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/642/card_img/21406/642card.png,https://api.card-gorilla.com:8080/storage/card/642/card_img/21406/642card.png,8,0,1,10
612,Global Air 아시아나 체크,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/643/card_img/21407/643card.png,https://api.card-gorilla.com:8080/storage/card/643/card_img/21407/643card.png,48,0,1,0
613,JYP Fan’s EDM 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/644/card_img/21408/644card.png,https://api.card-gorilla.com:8080/storage/card/644/card_img/21408/644card.png,31,0,1,3
614,L.pay 신한카드 체크,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/645/card_img/21409/645card.png,https://api.card-gorilla.com:8080/storage/card/645/card_img/21409/645card.png,25,0,1,10
615,신한카드 Deep Dream 체크(미니언즈),CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/646/card_img/21410/646card.png,https://api.card-gorilla.com:8080/storage/card/646/card_img/21410/646card.png,11,0,1,4
616,신한카드 S-Line 체크(마이펫),CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/647/card_img/21411/647card.png,https://api.card-gorilla.com:8080/storage/card/647/card_img/21411/647card.png,15,0,1,8
617,마이핏카드(적립형),CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/649/card_img/21412/649card.png,https://api.card-gorilla.com:8080/storage/card/649/card_img/21412/649card.png,47,0,1,4
618,마이핏카드(할인형),CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/650/card_img/21413/650card.png,https://api.card-gorilla.com:8080/storage/card/650/card_img/21413/650card.png,23,0,1,4
619,네이버페이 라인프렌즈 신한카드,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/651/card_img/21414/651card.png,https://api.card-gorilla.com:8080/storage/card/651/card_img/21414/651card.png,25,0,1,1
620,올바른 OIL&PASS,CRD,NH농협카드,https://api.card-gorilla.com:8080/storage/card/652/card_img/21415/652card.png,https://api.card-gorilla.com:8080/storage/card/652/card_img/21415/652card.png,2,0,1,10
621,Air Money(에어머니)카드,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/653/card_img/21416/653card.png,https://api.card-gorilla.com:8080/storage/card/653/card_img/21416/653card.png,40,0,1,1
622,올바른 MYPICK 카드,CRD,NH농협카드,https://api.card-gorilla.com:8080/storage/card/654/card_img/21417/654card.png,https://api.card-gorilla.com:8080/storage/card/654/card_img/21417/654card.png,10,0,1,10
623,Daily With(데일리위드)카드,CHK,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/655/card_img/21418/655card.png,https://api.card-gorilla.com:8080/storage/card/655/card_img/21418/655card.png,10,0,1,5
624,카드의 정석 SSO3 NEW-TRO CHECK,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/656/card_img/21419/656card.png,https://api.card-gorilla.com:8080/storage/card/656/card_img/21419/656card.png,27,0,1,6
625,taptap DIGITAL,CRD,삼성카드,https://api.card-gorilla.com:8080/storage/card/657/card_img/21420/657card.png,https://api.card-gorilla.com:8080/storage/card/657/card_img/21420/657card.png,30,0,1,5
626,taptap DRIVE,CHK,삼성카드,https://api.card-gorilla.com:8080/storage/card/658/card_img/21421/658card.png,https://api.card-gorilla.com:8080/storage/card/658/card_img/21421/658card.png,33,0,1,10
627,taptap SHOPPING,CRD,삼성카드,https://api.card-gorilla.com:8080/storage/card/659/card_img/21422/659card.png,https://api.card-gorilla.com:8080/storage/card/659/card_img/21422/659card.png,50,0,1,0
628,LIKIT FUN+ 카드,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/660/card_img/21423/660card.png,https://api.card-gorilla.com:8080/storage/card/660/card_img/21423/660card.png,22,0,1,0
629,카드의정석 UNTACT AIR,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/661/card_img/21424/661card.png,https://api.card-gorilla.com:8080/storage/card/661/card_img/21424/661card.png,34,0,1,5
630,삼성페이카드,CHK,삼성카드,https://api.card-gorilla.com:8080/storage/card/662/card_img/21427/662card.png,https://api.card-gorilla.com:8080/storage/card/662/card_img/21427/662card.png,33,0,1,4
631,롤라카드,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/663/card_img/21428/663card.png,https://api.card-gorilla.com:8080/storage/card/663/card_img/21428/663card.png,2,0,1,7
632,New PAYCO 롯데카드,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/664/card_img/21429/664card.png,https://api.card-gorilla.com:8080/storage/card/664/card_img/21429/664card.png,35,0,1,6
633,위메프페이 롯데카드,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/665/card_img/21430/665card.png,https://api.card-gorilla.com:8080/storage/card/665/card_img/21430/665card.png,32,0,1,10
634,올바른 FLEX 카드,CHK,NH농협카드,https://api.card-gorilla.com:8080/storage/card/666/card_img/21431/666card.png,https://api.card-gorilla.com:8080/storage/card/666/card_img/21431/666card.png,37,0,1,3
635,모두의 건강,CHK,하나카드,https://api.card-gorilla.com:8080/storage/card/667/card_img/21432/667card.png,https://api.card-gorilla.com:8080/storage/card/667/card_img/21432/667card.png,41,0,1,8
636,go 캐시백 글로벌 체크카드,CHK,우체국,https://api.card-gorilla.com:8080/storage/card/668/card_img/21433/668card.png,https://api.card-gorilla.com:8080/storage/card/668/card_img/21433/668card.png,35,0,1,4
637,케이뱅크 플러스 체크카드,CRD,케이뱅크,https://api.card-gorilla.com:8080/storage/card/669/card_img/21434/669card.png,https://api.card-gorilla.com:8080/storage/card/669/card_img/21434/669card.png,33,0,1,1
638,카카오페이 신한 콘 체크카드,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/670/card_img/21435/670card.png,https://api.card-gorilla.com:8080/storage/card/670/card_img/21435/670card.png,20,0,1,4
639,BLISS.7 카드(마일리지),CHK,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/671/card_img/21436/671card.png,https://api.card-gorilla.com:8080/storage/card/671/card_img/21436/671card.png,6,0,1,0
640,BLISS.7 카드(포인트),CRD,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/672/card_img/21437/672card.png,https://api.card-gorilla.com:8080/storage/card/672/card_img/21437/672card.png,5,0,1,8
641,스타벅스 현대카드,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/673/card_img/21438/673card.png,https://api.card-gorilla.com:8080/storage/card/673/card_img/21438/673card.png,14,0,1,6
642,IBK무민카드(체크),CHK,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/674/card_img/21439/674card.png,https://api.card-gorilla.com:8080/storage/card/674/card_img/21439/674card.png,2,0,1,8
643,Air Money(에어머니)체크,CRD,NH농협카드,https://api.card-gorilla.com:8080/storage/card/675/card_img/21440/675card.png,https://api.card-gorilla.com:8080/storage/card/675/card_img/21440/675card.png,34,0,1,5
644,올리 POINT 체크,CRD,NH농협카드,https://api.card-gorilla.com:8080/storage/card/676/card_img/21441/676card.png,https://api.card-gorilla.com:8080/storage/card/676/card_img/21441/676card.png,15,0,1,5
645,배달의민족 비장의카드 V.2,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/677/card_img/21442/677card.png,https://api.card-gorilla.com:8080/storage/card/677/card_img/21442/677card.png,12,0,1,0
646,신한카드 The More(더모아),CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/678/card_img/21443/678card.png,https://api.card-gorilla.com:8080/storage/card/678/card_img/21443/678card.png,36,0,1,10
647,샘 쏘영 체크카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/679/card_img/21444/679card.png,https://api.card-gorilla.com:8080/storage/card/679/card_img/21444/679card.png,20,0,1,3
648,쏘영 체크카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/680/card_img/21445/680card.png,https://api.card-gorilla.com:8080/storage/card/680/card_img/21445/680card.png,44,0,1,0
649,SSG.COM 삼성카드,CRD,삼성카드,https://api.card-gorilla.com:8080/storage/card/681/card_img/27020/681card.png,https://api.card-gorilla.com:8080/storage/card/681/card_img/27020/681card.png,33,0,1,2
650,American Express Blue(아멕스블루),CHK,삼성카드,https://api.card-gorilla.com:8080/storage/card/682/card_img/21447/682card.png,https://api.card-gorilla.com:8080/storage/card/682/card_img/21447/682card.png,50,0,1,1
651,TEENS(틴즈) PLUS PONEY 신한카드 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/683/card_img/21448/683card.png,https://api.card-gorilla.com:8080/storage/card/683/card_img/21448/683card.png,10,0,1,2
652,리틀프렌즈 체크카드,CHK,하나카드,https://api.card-gorilla.com:8080/storage/card/684/card_img/21449/684card.png,https://api.card-gorilla.com:8080/storage/card/684/card_img/21449/684card.png,26,0,1,10
653,하이틴즈 체크카드,CRD,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/685/card_img/21450/685card.png,https://api.card-gorilla.com:8080/storage/card/685/card_img/21450/685card.png,35,0,1,3
654,카카오뱅크 mini카드,CRD,카카오뱅크,https://api.card-gorilla.com:8080/storage/card/686/card_img/21451/686card.png,https://api.card-gorilla.com:8080/storage/card/686/card_img/21451/686card.png,14,0,1,3
655,신한카드 Unboxing,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/687/card_img/25343/687card.png,https://api.card-gorilla.com:8080/storage/card/687/card_img/25343/687card.png,15,0,1,8
656,카드의정석 POINT CHECK x 핑크퐁,CRD,우리카드,https://api.card-gorilla.com:8080/storage/card/688/card_img/22161/688card.png,https://api.card-gorilla.com:8080/storage/card/688/card_img/22161/688card.png,8,0,1,5
657,해외에선 체크카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/689/card_img/22162/689card.png,https://api.card-gorilla.com:8080/storage/card/689/card_img/22162/689card.png,28,0,1,3
658,모두의 일상 체크카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/690/card_img/22163/690card.png,https://api.card-gorilla.com:8080/storage/card/690/card_img/22163/690card.png,24,0,1,8
659,요기요 삼성카드,CHK,삼성카드,https://api.card-gorilla.com:8080/storage/card/691/card_img/22164/691card.png,https://api.card-gorilla.com:8080/storage/card/691/card_img/22164/691card.png,40,0,1,3
660,요기요 신한카드,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/692/card_img/22165/692card.png,https://api.card-gorilla.com:8080/storage/card/692/card_img/22165/692card.png,18,0,1,10
661,신한카드 MY CAR,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/693/card_img/22167/693card.png,https://api.card-gorilla.com:8080/storage/card/693/card_img/22167/693card.png,20,0,1,9
662,배민현대카드,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/694/card_img/22168/694card.png,https://api.card-gorilla.com:8080/storage/card/694/card_img/22168/694card.png,45,0,1,3
663,롯데백화점 FLEX카드,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/695/card_img/22169/695card.png,https://api.card-gorilla.com:8080/storage/card/695/card_img/22169/695card.png,9,0,1,10
664,카드의정석 US,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/696/card_img/22170/696card.png,https://api.card-gorilla.com:8080/storage/card/696/card_img/22170/696card.png,16,0,1,3
665,탄탄대로 Biz 카드,CHK,국민카드,https://api.card-gorilla.com:8080/storage/card/697/card_img/22171/697card.png,https://api.card-gorilla.com:8080/storage/card/697/card_img/22171/697card.png,18,0,1,4
666,신한카드 Finnq(핀크) 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/698/card_img/22172/698card.png,https://api.card-gorilla.com:8080/storage/card/698/card_img/22172/698card.png,7,0,1,5
667,톡톡 with카드,CRD,국민카드,https://api.card-gorilla.com:8080/storage/card/699/card_img/22173/699card.png,https://api.card-gorilla.com:8080/storage/card/699/card_img/22173/699card.png,26,0,1,6
668,현대카드 M BOOST,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/700/card_img/22174/700card.png,https://api.card-gorilla.com:8080/storage/card/700/card_img/22174/700card.png,36,0,1,4
669,현대카드 X BOOST,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/701/card_img/22175/701card.png,https://api.card-gorilla.com:8080/storage/card/701/card_img/22175/701card.png,5,0,1,8
670,현대카드 M2 BOOST,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/702/card_img/22176/702card.png,https://api.card-gorilla.com:8080/storage/card/702/card_img/22176/702card.png,15,0,1,1
671,현대카드 M3 BOOST,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/703/card_img/22177/703card.png,https://api.card-gorilla.com:8080/storage/card/703/card_img/22177/703card.png,37,0,1,2
672,현대카드 X2 BOOST,CHK,현대카드,https://api.card-gorilla.com:8080/storage/card/704/card_img/22178/704card.png,https://api.card-gorilla.com:8080/storage/card/704/card_img/22178/704card.png,9,0,1,8
673,현대카드 X3 BOOST,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/705/card_img/22179/705card.png,https://api.card-gorilla.com:8080/storage/card/705/card_img/22179/705card.png,47,0,1,5
674,LOCA MONEY,CRD,롯데카드,https://api.card-gorilla.com:8080/storage/card/706/card_img/22180/706card.png,https://api.card-gorilla.com:8080/storage/card/706/card_img/22180/706card.png,38,0,1,0
675,LOCA 100,CHK,롯데카드,https://api.card-gorilla.com:8080/storage/card/707/card_img/22181/707card.png,https://api.card-gorilla.com:8080/storage/card/707/card_img/22181/707card.png,34,0,1,10
676,쏘카카드,CRD,현대카드,https://api.card-gorilla.com:8080/storage/card/708/card_img/22182/708card.png,https://api.card-gorilla.com:8080/storage/card/708/card_img/22182/708card.png,8,0,1,0
677,MULTI Any(멀티 애니) 카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/709/card_img/22183/709card.png,https://api.card-gorilla.com:8080/storage/card/709/card_img/22183/709card.png,26,0,1,0
678,MULTI On(멀티 온) 카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/710/card_img/22184/710card.png,https://api.card-gorilla.com:8080/storage/card/710/card_img/22184/710card.png,18,0,1,0
679,MULTI Living(멀티 리빙) 카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/711/card_img/22185/711card.png,https://api.card-gorilla.com:8080/storage/card/711/card_img/22185/711card.png,13,0,1,7
680,신한카드 국민행복,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/712/card_img/22186/712card.png,https://api.card-gorilla.com:8080/storage/card/712/card_img/22186/712card.png,29,0,1,3
681,신한카드 국민행복 체크,CHK,신한카드,https://api.card-gorilla.com:8080/storage/card/713/card_img/22187/713card.png,https://api.card-gorilla.com:8080/storage/card/713/card_img/22187/713card.png,18,0,1,3
682,MULTI Oil(멀티 오일) 카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/714/card_img/22188/714card.png,https://api.card-gorilla.com:8080/storage/card/714/card_img/22188/714card.png,46,0,1,7
683,MULTI Young(멀티 영) 카드,CRD,하나카드,https://api.card-gorilla.com:8080/storage/card/715/card_img/22189/715card.png,https://api.card-gorilla.com:8080/storage/card/715/card_img/22189/715card.png,37,0,1,3
684,메리어트 본보이™ 더 베스트 신한카드,CRD,신한카드,https://api.card-gorilla.com:8080/storage/card/716/card_img/22190/716card.png,https://api.card-gorilla.com:8080/storage/card/716/card_img/22190/716card.png,31,0,1,2
685,그랑블루 1st,CHK,우리카드,https://api.card-gorilla.com:8080/storage/card/717/card_img/22191/717card.png,https://api.card-gorilla.com:8080/storage/card/717/card_img/22191/717card.png,15,0,1,6
